"Name","title","gender_id","birth_year","death_year","data_source_id","notes"
Joseph Hooker,NA,1,1817,1911,1,Kew
Frederick William Hope,Revd.,1,1797,1862,1,
James Hope,NA,1,NA,NA,1,"Madras Civil Service, Gangum District, Hindustan"
John Baker Hopkins,NA,1,1830,1888,1,"51 Addison Road, Kensington"
W J S Horton,NA,1,NA,NA,1,"Talbot Villa, Rugeley"
John Camden Hotten,NA,1,1832,1873,1,"174 Piccadilly [1868]"
Henry Hotze,NA,1,1833,1887,1,"17 Savile Row, W."
x Houghton,Rt. Hon. Lord,1,1809,1885,1,"16 Upper Brook Street, W."
Alfred Robert Houghton,NA,1,NA,NA,1,"Sarawak, Borneo"
Edward Price Houghton,Dr,1,NA,NA,1,Borneo [1863]Sarawak [1867]
Frederick Hovenden,NA,1,1838,1911,1,"93 City Road, EC94 City Road, EC [A6:2]93 and 94 City Road, EC {1872}93 City Road, EC [1881]Glenlea, Thurlow Park Road, West Dulwich, S.E. [1883]"
Alfred How,NA,1,NA,NA,1,"Gordon House, Chiswick"
C F Howard,NA,1,NA,NA,1,Legacy Duty Office
W T Howard,NA,1,NA,NA,1,"3 Roslyn Bank, Lyndhurst Rd., Hampstead [1865]London and County Bank, 21 Lombard st., EC [A6:2]&[1872]38 Belsize Park Gardens, N.W. [1883]"
H W Howarth,NA,1,NA,NA,1,"Castleton Hall, Rochdale [1867]"
Oswald Bloomfield Howell,NA,1,NA,NA,1,"39 King St., Cheapside EC"
Henry Hoyle Howorth,Sir,1,1842,1923,1,"Derby House, Eccles, ManchesterBentcliffe, Eccles, Manchester [1888]Carlton Club, Pall Mall [1897]30 Collingham Place, Earl's Court [1899]45 Lexham Gardens, W8. [1915]"
Charles William Hoyland,NA,1,1808,1889,1,Constantinople
F Hudson,Prof.,1,NA,NA,1,"68 Corporation Street, Manchester "
Henry Hudson,NA,1,NA,1889,1,"Glenville, Jersey [1864]Glenville, Fermoy, Co. Cork [1865]"
Robinson Hudson,NA,1,NA,1867,1,Southampton c/o Capt. H.J. Strutt
Richard Hughes,NA,1,1836,1902,1,"10 Pavilion Road, Brighton"
T A Hughes,NA,1,NA,NA,1,
Thomas McKenny Hughes,Prof.,1,1832,1917,1,"28 Jermyn Street SWCambridge [1875]4 Cintra Terrace, Hills Road, Cambridge [1888]"
Hamilton J Hulcee,NA,1,NA,NA,1,"Louisville, United States[and] c/o Messrs Trubner & Co., 60 Paternoster Rd [A6:2]"
Thomas Humble,NA,1,NA,1878,1,"4 Eldon Square, Newcastle on Tyne"
"Alexander Humboldt, Von",Baron,1,1769,1859,1,Berlin
Augustus H Hunt,NA,1,1849,NA,1,"Birtley House, Chester le Street Berkeley House, Chester le Street [A6:2]"
George S  Lennon Hunt,HM Consul at Parnambuco,1,NA,NA,1,Parnambuco [1862]Rio de Janeiro [1865]
James Hunt,Dr,1,1833,1869,1,"8 New Burlington St [1856]Ore House near Hastings [1863]"
John (1) Hunt,NA,1,NA,NA,1,"42 North Parade, GranthamMousehold, Norwich [list Aug 20 1866]"
John (2) Hunt,NA,1,NA,1879,1,"156 New Bond St W"
William Wilson Hunter,Sir,1,1840,1900,1,"Bengal civil service, CalcuttaOxfordAlexanderplatz, Weimar [1888]Oxford [1894]"
Frank J Husband,NA,1,NA,NA,1,"2 Foulis Terrace, Onslow Square, SW "
H A Husband,NA,1,NA,NA,1,"Halstead EssexCity of London Asylum, Stone, Kent [1868]"
G A Hutchinson,NA,1,NA,NA,1,"10 Whitefriars Street, EC [in A31/2/2 list Aug 20 1866 crossed out in favour of]2 Heyworth Cottages, Gurnsey Road, Stratford, Essex [1867]The Villa, Idmiston Road, Stratford, Essex [1869]"
Jonathan Hutchinson,NA,1,1828,1913,1,"4 Finsbury Circus, EC 15 Cavendish Square W [1875]"
Thomas Henry Huxley,Prof.,1,1825,1895,1,"[no address given 1862]Museum of Practical Geology Jermyn Stand 26 Abbey place St John's Wood NW [1868]4 Marlborough place, St John's wood, NW [1879]Normal School of Science, South Kensington, SW... and 4 Marlborough Place, St John's Wood, NW [1883]Hodeslea, Staveley Road, Eastbourne [1894]"
Josef Hyrtl,Prof.,1,1810,1894,1,Vienna
Walter Hyslop,NA,1,NA,NA,1,"29 Tredegar Square, Bow RoadLloyd's, EC [in list Aug 20 1866]"
William Imrie,NA,1,1836,1906,1,"16 Savile Row [1862]"
Joseph Ince,NA,1,1826,1907,1,"26 St George's Place, Hyde Park"
Robert Ingham,NA,1,1793,1875,1,"13 King's Bench Walk Temple [1862]"
John Inglis,Revd.,1,1808,1891,1,"Auckland, New Zealand"
Robert M Inman,NA,1,NA,NA,1,Edinburgh House West Street Brighton... Redbourn St Albans
A Ioannides,NA,1,NA,NA,1,"8 Chepstow Place, Bayswater, W. [in A31/2/2 list Aug 20 1866 crossed out and replaced by]5 Talbot Road Villas, Westbourne Park, WAlexandria [1867]"
Arthur Constantine Ionides,NA,1,1810,1890,1,
J  Clayfield Ireland,NA,1,NA,NA,1,Bris..? near Bath2 Sion Row Marsh Gate Richmond [1862]
Alexander Isbester,NA,1,1822,1883,1,
x Isenburg,Revd.,1,NA,NA,1,
George James Ivey,Major,1,NA,NA,1,"4th W.I. Regiment c/o Messrs Cox & Co.Tower Hill Barracks, Sierra LeoneMessrs Price and Benstead [Boustead in 1867 list], 34 Craven Street, Strand [list Aug 20 1866]"
Frederick R Izard,NA,1,NA,NA,1,"141 High Holborn "
Henry (the father) Jackson,NA,1,1806,1866,1,St James's Row Sheffield 
Henry (the son) Jackson,NA,1,1839,1921,1,"Trinity College, Cambridge [1885][and] Croft Cottage, Newnham, Cambridge [1888] just Croft Cottage [1894]"
Henry Willan Jackson,NA,1,1842,1914,1,"1 Cumberland Terrace, Regent's Park [A3]2 Montague Street, Edinburgh [this address crossed out in A31/2/2]"
Henry William (1) Jackson,NA,1,NA,NA,1,"1 Cumberland Terrace, Regent's Park [A3]Surrey County Asylum, Tooting [1864]"
J  Hughlings Jackson,NA,1,1835,1911,1,"5 Queen Square, Russell Square, WC "
J W Jackson,NA,1,NA,1872,1,"39 S. George's Road, Glasgow166 Marylebone Road, W [1872]"
Le Grand Jacob,Major General,1,1805,1881,1,"Bonchurch, Isle of Wight [1864]East India United Services Club, St James's Square [list Aug 20 1866]"
x Jagor,Dr,1,1816,1900,1,
George Alexander James,Major General,1,NA,1868,1,"Cherson House, Wood Green, Middx"
Horatio Gay James,NA,1,NA,NA,1,"East Point, Hongkong "
F H Janson,NA,1,NA,NA,1,Chislehurst Kent [1862]
William Jardine,Sir,1,1800,1874,1,"Jardine Hall, Lockerby, NB"
John Jarratt,Revd.,1,NA,NA,1,"North Cave, Brough, Yorkshire "
John Moore Jeffcott,NA,1,1816,1892,1,"Castletown, Isle of Man"
Frederick John Jeffery,NA,1,NA,NA,1,"Wooltan Hall, Wooltan, Liverpool [1869]97 Great George Street, Liverpool {1872}24 Chapel walks, South castle street, Liverpool [1879]Lyceum News Room, Bold Street, Liverpool [1881]36 Gwendoline Street, Liverpool [1888]91 Rosebery Street, Liverpool [1894][no address in 1901]"
William S Jeffery,NA,1,NA,NA,1,"5 Regent Street, Pall Mall, SW "
Edmund Jeffries,NA,1,NA,NA,1,Kondosalla Ceylon
Charles Jellicoe,NA,1,1804,1882,1,"23 Chester Terrace, Regent's Park, NW 12 Cavendish Place, Cavendish Square [1867]"
Newton Edward Jennings,NA,1,1840,1901,1,"11 Langham Street, Portland Place... and 2 Charlotte Street, Mansion House"
William Jennings,NA,1,1847,1927,1,"13 Victoria Street, SW "
Leonard Jenyns LATER Blomefield,Revd.,1,1800,1893,1,"Darlington Place, Bathwick, Bath19 Belmont, Bath [1872]"
William Jepson,NA,1,NA,NA,1,"Salford, Manchester"
C Jervise,NA,1,NA,NA,1,"23 Chester Terrace, Regent's Park, NW "
Henry Edward Jessop,NA,1,NA,NA,1,"2 Clarence Parade, Cheltenham"
Augustus Jessopp,Revd.,1,1823,1914,1,"The School House, Norwich"
George Curling Joad,NA,1,1837,1881,1,"Patching, Arundel [1865]Oakfield, Wimbledon park, SW [1879]"
Arthur Johnson,NA,1,NA,NA,1,"Church House, Oatlands, Surrey"
Henry Johnson,NA,1,NA,NA,1,"39 Crutched Friars EC"
Henry James Johnson,NA,1,NA,NA,1,"8 Suffolk Place, SW "
Henry Moreton Johnson,NA,1,NA,NA,1,"Mostyn Cottage, Wimbledon"
Richard Johnson,NA,1,NA,NA,1,"Langton Oaks, Fallowfield "
J C  Hope Johnstone,NA,1,NA,NA,1,"48 Upper Baker Street"
x Johore,His Highness the Maharajah,1,1833,1895,1,"Singapore c/o W.W. Kerr 21 St Swithin's Lane EC22 Manchester Square, W. [1867]Singapore [1868]Care of W. W. Kerr, Esq., 21 St. Swithin's Lane. E.C.  [1869]c/o Messrs Patterson and Simons, 21 St Swithin's lane, EC [1879]c/o Messrs Patterson and Simons, 39 Lime Street, EC [1881]"
C  Treasure Jones,NA,1,NA,NA,1,"British Consulate, Shanghai "
J  Pryce Jones,NA,1,NA,NA,1,"Grove Park School, Wrexham"
James Jones,NA,1,NA,NA,1,Amoy China [1862]
John Jones,NA,1,NA,NA,1,"Gloucester [1863]Rue du Trone, Brussels [1865]18 rue de Marnix, Brussels [1866] and [according to handwritten addition in A31/2/2] 10 Brownlow St., Holborn [both in list 1867.07.15]"
Robert Jones,Revd.,1,NA,NA,1,"All Saints Vicarage, Rotherhithe"
W T Jones,NA,1,NA,NA,1,"1 Montague Place, Kentish Town, NW[no address given 1865]"
William Jones,NA,1,NA,NA,1,
William Arthur Jones,Revd.,1,1818,1873,1,"Tauntfield, Taunton"
William Jordan,NA,1,NA,NA,1,"457 West StrandCharing Cross [1862]"
Algernon Joy,NA,1,NA,NA,1,"Church Style, Rochdale, Lancashire"
Ernst Juch,Dr,1,1838,1909,1,"93 London Wall"
Francisco Delgado Jugo,Dr,1,NA,NA,1,"50 Calle de San Bernardo, Madrid"
J  Beete Jukes,NA,1,1811,1869,1,
J Kaines,NA,1,NA,NA,1,
x Kalmus,Dr,1,NA,NA,1,"Brunn, Moravia, Austria"
G Kasimates,NA,1,NA,NA,1,"Hermonpolis (Island of Syra, Greece)"
x Kaup,Prof. Dr,1,1803,1873,1,Darmstadt
J W  (1) Kaye,NA,1,NA,NA,1,"Well Hall, Eltham"
J W  (2) Kaye,NA,1,1840,NA,1,"High Bentham Lancashire [A3]56 Grosvenor Park, Camberwell, N. [1869 list][in A6:2]: High Bentham crossed out, Newton nr Clitheroe, Yorkshire addedGoose gate, Nottingham {1872}"
William Keene,NA,1,1798,1872,1,"Bank Buildings, Newcastle, New South Wales"
Walter K Kelly,NA,1,NA,NA,1,
William Kelly,NA,1,1813,1872,1,"28 Rue Neuve Chaussee, Boulogne sur Mer "
William Henry Kemm,Revd.,1,1783,1859,1,"Swanswick, near Bath [1864]St Heliers, Jersey [1866]"
T M Kendall,NA,1,NA,NA,1,"St Margaret's Place, King's Lynn, Norfolk "
James (1) Kennedy,NA,1,NA,NA,1,"7 Stone Buildings Lincoln's Inn [says Lincolnshire in A1   check]"
Richard Hartley Kennedy,NA,1,NA,NA,1,"Bevington Lodge, Notting Hill [1855][no address given in 1862]"
Claude Buchanan Ker,NA,1,1867,1925,1,"Hadley House, Cheltenham"
James Kernahan,Revd. Dr,1,1827,1875,1,"22 Navarino Road, Dalston NE [A3 1867]50 Greenwood Rd Dalston [1868][in A6:2]: Greenwood Rd crossed out, St Albans written in pencil"
W B Kesteven,NA,1,NA,1891,1,"Manor Road, Upper Holloway"
Nicolai de Khanikof,NA,1,1819,1878,1,"Rue de Conde, Paris"
Joshua Edward Killick,NA,1,NA,NA,1,"137 Strand, WC "
William Kincaid,"Capt. (1865), Lieut. Col. (1879), Major General (18990",1,1831,1909,1,"Sehore, Central India (care of Messrs Smith, Elder & Co., Cornhill)[1865]c/o Alexander Fletcher and Co., 10 King's arms yard, EC [1867]Messrs Alexander Fletcher & Co, 2 St Helen's Place, Bishopsgate Street, EC [1881]Queen Anne's Mansions, Westminster, SW [1888]"
David King,NA,1,NA,1866,1,Eltham [1862]
Edwin Holborow King,NA,1,NA,1900,1,"18 Stratford Place W... and Killcot, Godalming"
Joseph Charles King,NA,1,NA,NA,1,
Richard King,NA,1,1811,1876,1,"12 Bulstrode Street Cavendish Square... 26 Queen Anne street... 17 Savile Row [1862]22 Queen Anne Street [1869] crossed out in A31/2/412 Bulstrode Street Cavendish Square [1869]1 Blandford Street, Manchester Square, W. [1875]"
S W King,Revd.,1,NA,NA,1,"Saxlingham Rectory, Suffolk"
William King,Prof.,1,1809,1886,1,"Queenâ€™s College, Galway"
Phillip Kingsford,NA,1,NA,NA,1,"16 Ovington Square"
Charles Kingsley,Revd.,1,1819,1875,1,"Eversley Rectory, near Winchfield, Hants [1856]Canon of Chester Cathedral, Chester [1872]"
W R H Kinlay,NA,1,NA,NA,1,"2 New Smithills, Paisley "
David Kinloch,NA,1,NA,NA,1,"Old Calabar, W. Africa"
Robert Reid Kirkwood,NA,1,NA,NA,1,"Gaboon, W. Africa and Glasgow"
Andrew Valentine Kirwan,NA,1,1801,1870,1,
Richard Kirwan,Revd.,1,1828,1872,1,Gittisham Honiton
Samuel Kisch,NA,1,NA,NA,1,"14 Great George's Square, Liverpool"
J L Knapp,Revd.,1,NA,NA,1,
William Knight,NA,1,NA,NA,1,
Robert Knox,NA,1,1791,1862,1,
de Koninck,Prof.,1,1809,1887,1,Liege
Isidor Kopernicki,Dr,1,1825,1891,1,"Bucharest [1868]Cracow [1874]Bucharest, Roumania [1883]"
x Koren,Dr,1,NA,NA,1,Bergen
Samuel Harley Kough,NA,1,NA,NA,1,Shrewsbury
Alfred von Kremer,Dr,1,1828,1889,1,"Leipsig, Saxony"
William White La Barte,Revd.,1,1824,1904,1,"Lexden, Colchester [1863]St John's College, Newbury (Berks). [1865]East Grinstead [1866] crossed out in A31/2/2 in favour of handwritten:Lavington, Petworth, Sussex [1867]1 Victoria Place, Brighton [A6:2]&[1870]11 Prestonville Terrace, Brighton {1872}Great Maplestead, Halstead, Essex [1875]Aldridge, Walsall [1879]Lexden, Colchester [1881]9 Criffield Terrace, Colchester [1894]9 Creffield Road, Colchester [1897]"
George Lade,NA,1,NA,NA,1,"St Margaret's Place, Kingston"
Samuel Laing,NA,1,1812,1897,1,"6 Kensington Gardens Terrace Bayswater [1865]1 Eastern Terrace, Brighton [A6:2]{1872}36 Wilton crescent, SW [1879]5 Cambridge Gate, Regent's Park, NW [1881]Crook, Kirkwall, NB [1888]19 Brunswick Terrace, Brighton [1894]"
Thomas Josiah Laing,NA,1,1810,1880,1,"Reform Club Chamb., 105 Pall Mall SW"
Thomas Lampray,NA,1,NA,NA,1,"Warrior Lodge, The Grove, Hammersmith [1865]"
Jones Lamprey,NA,1,1824,1900,1,"67th Reg Portsmouth"
John Lancaster,NA,1,1815,1884,1,"Hindley Hall, near Wigan [1863]Ashfield, near Wigan [1866] this crossed out in A31/2/2 in favour of:Bilton Grange, Rugby [1867]Frankfort House, Fitzjohn's Avenue, NW [1883]"
T A  Augustus Land,NA,1,NA,NA,1,"Robertson Street, Hastings [1864][no address given in 1865, 66]"
Edwin Lander,NA,1,NA,NA,1,Birmingham
Vavasour Joseph Lane,NA,1,1837,1873,1,DoverDover crossed out in favour of Aldershot in A6:2
Augustus Henry Lane Fox later Pitt Rivers,Col.(Lieut. General),1,1827,1900,1,"[no address given in 1862 3]Montenotte, Cork [1865]Guards Club P Mall10 Upper Phillimore Gardens Kensington W [1867]Guildford, Surrey [1875]4 Grosvenor Gardens, SW... and Rushmore, Shaftesbury, Wilts [1883]Rushmore, Salisbury... and 4 Grosvenor Gardens [1894]"
Andrew Lang,NA,1,1844,1912,1,"Spanish Place Manchester35 Weymouth Street [1862]77 Harley Street, Cavendish Square [1867]Dunmore Teignmouth [1868]1 Marloes Road, Kensington, W [1899]"
Samuel Lang,NA,1,NA,NA,1,"Keiss Castle, Wick, NCS B"
William Lang,Major General,1,NA,NA,1,"33 Bury St., St James's [1865]Langholme, Inverkip, near Greenock, NB [1866]Craigend, Milngabie, NB [list Aug 20 1866]"
J Langlands,NA,1,NA,NA,1,Melbourne Victoria New South Wales c/o Mssrs Macfarlan & Co 135 Fenchurch street
R Langlands,NA,1,NA,NA,1,
J R Langley,NA,1,NA,NA,1,"Mowbray Park, Wolverhampton "
Edouard Lartet,NA,1,1801,1871,1,"15 Rue Lacepede, Paris"
Robert Gordon Latham,Prof.,1,1812,1888,1,"Athenaeum121 Disraeli Road, Putney, SW [1883]"
William Latta,NA,1,1843,1871,1,"Gaboon, W. AfricaMarchfield Cottage, Prestwick Road, Ayr [A6:2]"
John Zachariah Laurence,NA,1,1829,1870,1,"30 Devonshire Street, Portland Place, W."
Thomas Laurie,NA,1,NA,NA,1,"4 Longstone Terrace, Greenwich37 Stockwell Road, Shepherd's Bush [A6:2]"
Joseph Law,NA,1,NA,1897,1,Sheffield General Infirmary
Edward Lawford,NA,1,1820,1899,1,Leighton Buzzard [1857]
Edward (1) Lawrence,NA,1,1825,1909,1,"Beechmount, Aigburth, Liverpool"
Frederick Lawrence,NA,1,1821,1867,1,"Essex Court, Temple, EC "
John Lawrence,NA,1,NA,NA,1,Central America
William Lawrence,NA,1,1783,1867,1,"18 Whitehall Place, SW"
J Lawson,NA,1,NA,1870,1,"Windmill Street, Manchester "
William Lawson,NA,1,NA,NA,1,"Brayton, Cumberland"
Henry N Lay,NA,1,NA,NA,1,[no address given in 1862]
Austen Henry Layard,Rt. Hon.,1,1817,1894,1,"130 PiccadillyAthenaeum Club [1885]"
x Layland,NA,1,NA,NA,1,
x Le Bret,Dr,1,NA,NA,1,"Bareges, Pyrenees"
Edwin Lee,Dr,1,NA,NA,1,Nice
Frederick George Lee,Revd.,1,1832,1902,1,"19 Coleshill Street, Eaton Square, SW"
George Byrne Lee,NA,1,NA,NA,1,"27 Richmond Road, Westbourn Grove, Paddington"
John Lee (2),Dr,1,1783,1866,1,"8 Grey's Inn Square [1865]Hartwell House, Aylesbury [1866]"
John Edward Lee,NA,1,1808,1887,1,"Priory Caeleon Monmouthshire [1870]Villa Syracusa, Torquay [1872]"
Richard Lee,NA,1,NA,NA,1,"46 Upper Gower Street WC [1863]Wilmot Lodge, Leeds Road, Bradford [1864]45 Abington Street, Northampton [4th list]New Brompton, Kent [1865]Staughton Villa, Bromley, Kent [1866] crossed out in A31/2/23 Great Queen Street, SWUniversity College, Gower St, WC [1867]"
Conrad Leemans,Dr,1,1809,NA,1,Leiden
Samuel Lees,NA,1,NA,NA,1,"Heaton Villas, Cheetham Hill, Manchester [1863]Portland Place, Ashton under Lyne [1864]Overston[e] Terrace, Cheetham Hill, Manchester [1869]Woodburn, Broughton park, Manchester [1879]"
J G S Lefevre,NA,1,NA,NA,1,
x Lefroy,Major General,1,1817,1890,1,
William Benjamin Leggatt,NA,1,NA,NA,1,"Chingleput, Madras"
Louis Leguay,NA,1,NA,NA,1,"3 rue de la Sainte Chapelle, Paris"
Joseph Leidy,Dr,1,1823,1891,1,Philadelphia
Henry Leighton,NA,1,NA,NA,1,"53 Upper Seymour St, W25 Seymour Street, W. {1872}"
x Lelorrain,NA,1,NA,NA,1,"Suippes, Marne"
Arthur Charles Wriothesley Lennox,NA,1,1842,1876,1,"7 Beaufort Gardens Brompton road [1868]c/o Lord T. Cecil 6 Granville Place Portman Square W {1872}c/o Lady Arthur Lennox, 18 Hans Place, Sloane Street, SW [1875]"
Richard Lepsius,Dr,1,1810,1884,1,Berlin
Samuel Allen Letts,NA,1,1839,1910,1,General Post Office
Karl Georg Friedrich Rudolf Leuckart,Dr,1,1822,1898,1,"University of Giessen, Leipzig"
W  Hanks Levy,NA,1,NA,NA,1,"127 Euston Road, WC [1864]210 Oxford St., W. [1866]"
Malcolm Lewin,NA,1,NA,1869,1,"31 Gloucester Gardens, Bishop's road, Paddington [1862]"
Charles Francis Lewis,NA,1,NA,NA,1,"Henfield, Sussex "
James Lewis,NA,1,NA,NA,1,"1 Church Ct, Clements Lane"
x Library of the Corporation of London,NA,2,NA,NA,1,Guildhall
Charles Linder,Revd.,1,NA,NA,1,The Labrador Peninsular
Gustaf Lindstrom,Dr,1,1829,1901,1,"Wisby, Gotland"
John Lister,NA,1,1802,1867,1,"28 Porchester Terrace, Bayswater... and Shebdon [i.e. Shibden, see notes] Hall, near Halifax, Yorkshire."
Joseph Lister,NA,1,1827,1912,1,
x Literary and Philosophical Society,NA,2,NA,NA,1,Newcastle
F T Littey,NA,1,NA,NA,1,"Cambridge Ho., S. Lambeth Road"
W J Little,NA,1,NA,NA,1,
Robert Liveing,NA,1,1834,1919,1,"78 Grosvenor Street"
David Lloyd,NA,1,NA,NA,1,"26 Birchin Lane, EC"
Edmund Lloyd,NA,1,NA,NA,1,
Francis Lloyd,NA,1,NA,NA,1,
William Horton Lloyd,NA,1,NA,NA,1,
James L Lobley,NA,1,1833,1913,1,"50 Lansdowne Road, Kensington Park W"
William Lockhart,NA,1,1811,1896,1,"ChinaGranville Park, Blackheath, SE [1883]"
Joseph Norman Lockyer,NA,1,1836,1920,1,"War Office, Pall Mall, SW and 24 Victoria Road, Finchley Road, NW War Office, Pall Mall, SW... and 47 Drayton Grove, Brompton, SW [1864]"
Abraham Logan,NA,1,1816,1873,1,Singapore
J R Logan,NA,1,1819,1869,1,"Penang Prince of Wales' Island [1861, 1867]Singapore [1852, 1869]"
x Londesborough,Lord,1,1834,1900,1,"8 Carlton House Gardens"
"Corporation Library London, City of",NA,2,NA,NA,1,"Guildhall, EC"
William Long,NA,1,1817,1886,1,West Hay Wrington Somerset
William Longman,NA,1,1813,1877,1,"36 Hyde Park Square, W. "
Henry Lonsdale,NA,1,1816,1876,1,Carlisle 
Edward Lord,NA,1,1812,1875,1,"Canal Street Works, TodmordenAdam Royde, Todmorden {1872}"
J K Lord,NA,1,NA,NA,1,"Elm House, Denmark Hill"
Horatio Love,NA,1,NA,1882,1,Upper Norwood [1862]
Basil Lovery,NA,1,NA,1897,1,Madras
x Lovewell,Capt.,1,NA,NA,1,
Mark Anthony Lower,NA,1,1814,1876,1,Lewes
D Lubach,Dr,1,1815,1902,1,"Kampen, Holland"
John Lubbock,"Rt. Hon., Sir / Lord",1,1834,1913,1,"Chiselhurst [1862]Lamas ChislehurstHigh Elms Farnborough Kent [1867]High Elms, Hayes, Beckenham [1885]High Elms, Down [1894]High Elms, Beckenham, Kent [1897]2 St James's Square, SW... High Elms, Beckenham, Kent [1900]High Elms, Orpington, Kent... 48 Grosvenor Street, W. [1911]]"
Johann Constantin August Lucae,Dr,1,1835,1911,1,"Senckenburg Institute Frankport on the MainFrankfort... c/o J.H. Epstein, 11 Newgate Street, EC [1872]"
Thomas Lucas,NA,1,1843,1917,1,"Belvedere Road, Lambeth S and 10 Hyde Park Gardens, W. [crossed out in A31/2/2 in favour of:]13 Kensington Palace Gardens, W.Belvedere Road, Lambeth S. and 13 Kensing Palace Gardens, W [1867]"
William Charles Lucy,NA,1,1822,1898,1,"Claremont House, Gloucester "
J W Lukis,NA,1,1816,1894,1,
William Collings Lukis,Revd.,1,1817,1892,1,"Wath Rectory, Ripon  [in A31/2/2 list Aug 20 1866 this address crossed out in favour of:]Rue de l'Heronniere, Nantes (through Foreign Office) BUTWath Rectory, Ripon [1869]"
Edward Lund,NA,1,1823,1898,1,Manchester
John Alfred Lush,NA,1,1815,1888,1,Salisbury
Coryndon H Luxmoore,NA,1,NA,NA,1,"18 S. John's Wood Park, NW "
Philip Powys Lybbe Lybbe,NA,1,1818,1897,1,"88 S James's Street [1864]9 Down Street, W. [1866]"
Charles Lyell,Sir,1,1797,1875,1,"53 Harley Street, W.73 Harley Street, W. [1872]"
Henry Bowden Lyle,NA,1,1843,1887,1,"123 Graham Road, Hackney"
William Hunter Lyle,NA,1,NA,NA,1,"42 Bath St., Glasgow"
John Macartney,NA,1,NA,NA,1,Remandrooz Bellary Madras
D G F Macdonald,NA,1,1823,1884,1,"13 Royal Exchange, EC16 Spring Gardens in list Aug 20 1866"
William MacDonald,NA,1,1798,1875,1,"Aberdeen [1863]University, St Andrew's [1864]"
John Gray Macfarlane,NA,1,NA,NA,1,"Clyde Villa Anerly Hill Upper Norwood [1867]Lochsloy, Victoria Rd Gypsy Hill SE {1872}"
G Macgowan,Dr,1,NA,NA,1,"518 Broadway New York "
John Mackenzie,NA,1,NA,NA,1,"Pembroke62nd regiment. Portland, Dorset in list Aug 20 1866"
K Mackenzie,NA,1,NA,NA,1,Berners Street
Kenneth Robert Henderson Mackenzie,NA,1,1833,1886,1,"Orford House, Chiswick Mall, W.Seaforth House, Friern Park, near Wheststone, N. in list Aug 20 1866 8 Tavistock Place, Tavistock Square, WC [1869]"
Samuel Joseph Mackie,NA,1,1823,1902,1,"1 Alma Sq St John's Wood [1862]1 Market Place, Oxford Circus [1867]"
Draper Mackinder,NA,1,NA,NA,1,Gainsborough
Lauchlan Mackinnon,NA,1,1817,1888,1,Bittacy House Mill Hill Hendon [1862]
Charles E Mackintosh,NA,1,NA,NA,1,"New Cross, SE"
Daniel Mackintosh,NA,1,1815,1891,1,West St Chichester 
David Mackintosh,NA,1,NA,NA,1,"Taunton Somerset [1867]Canonbury, N. [1879]"
J Mackrell,NA,1,NA,NA,1,"5 Lincolns Inn Fields [1850]34 Cannon St West EC [1862]"
Charles Donald Maclean,NA,1,NA,NA,1,Madras
Hector Maclean,NA,1,1818,1893,1,"Ballygrant, Islay, Scotland"
Samuel Maclean,NA,1,1818,1864,1,"9 [11] Lower Brook St, Grosvenor Sq"
George Macleay,Sir,1,1809,1891,1,"Burlington Hotel, W. [1863]35 Hyde Park Gardens [1865]Pendell court, Bletchingley [1870][Pendhill Court in JAI]"
Andrew Maclure,NA,1,1813,1886,1,"14 Ladbroke Square Notting Hill"
Charles James Major,NA,1,NA,NA,1,
Charles Malcolm,Rear Admiral Sir,1,1782,1851,1,
William Elphinstone Malcolm,NA,1,1817,1907,1,Burnfoot Langholme near Carlisle (Dumfries)[1862]
